Word	POS	NEG
when	235	55
great	204	18
the	3144	179
the	3144	0
the	3144	0
effects	2	0
originally	0	1
small	93	0
feature	117	0
clearly	7	0
see	144	2
sleep	116	0
wake	237	0
leg	9	0
year	146	0
relaxing	3	1
not	680	32
can	296	104
they	178	70
elgin	18	10
room	90	0
and	1484	0
can	296	0
that	642	0
block	2	1
huge	16	0
full	0	1
well	106	0
nothing	16	10
clock	1098	0
the	3144	1544
tricky	4	0
old	71	0
alarm	830	319
they	178	0
london	1	0
big	48	0
wake	237	36
hotel	11	0
come	58	0
the	3144	1329
vibe	2	0
year	146	2
use	278	0
and	1484	0
that	642	0
next	23	8
where	23	16
darth	22	0
you	682	177
fine	46	0
volume	55	0
sing	2	0
altogether	1	2
time	500	0
and	1484	194
time	500	192
for	807	177
cause	7	2
not	680	0
noise	32	13
also	127	8
travel	131	0
not	680	0
home	29	0
sound	249	0
clock	1098	0
but	349	186
disturb	3	0
and	1484	215
daughter	23	2
small	93	0
which	145	0
realize	0	3
about	121	0
you	682	0
that	642	0
this	845	0
buy	167	0
slow	4	0
tricky	4	0
find	122	0
buy	167	25
darth	22	0
ours	2	0
the	3144	0
not	680	0
water	8	0
like	247	0
the	3144	0
can	296	43
till	3	1
snooze	121	19
another	66	0
would	206	28
with	392	0
amazon	31	22
night	134	0
and	1484	0
this	845	311
switch	47	15
length	5	0
and	1484	0
time	500	49
survive	3	0
clock	1098	0
button	166	54
which	145	0
machine	27	0
giant	4	0
crooked	0	1
price	67	0
and	1484	0
now	78	26
picture	17	2
without	52	0
night	134	2
through	42	5
very	273	0
the	3144	0
that	642	164
always	29	3
this	845	177
stand	36	5
some	74	16
everywhere	5	0
that	642	0
but	349	139
would	206	46
previous	12	0
class	7	0
minute	90	38
when	235	106
easy	241	0
the	3144	0
which	145	13
clock	1098	0
which	145	0
loud	108	0
simple	63	3
deep	11	0
and	1484	541
sleep	116	0
make	153	6
than	108	23
display	151	0
the	3144	1588
although	14	5
love	166	0
really	106	42
keep	71	11
button	166	38
without	52	0
order	46	0
great	204	0
make	153	10
need	124	0
and	1484	0
issue	15	1
necessary	6	0
this	845	0
feel	20	1
each	27	5
want	111	53
briefly	0	1
push	29	0
this	845	392
replace	27	0
still	69	2
change	69	0
job	29	0
breeze	4	0
vary	4	0
time	500	160
box	0	3
the	3144	609
this	845	0
son	28	0
see	144	0
seem	41	13
choose	24	0
never	36	6
have	946	16
head	22	0
simply	12	1
non	6	2
out	146	0
dorm	2	0
the	3144	0
have	946	350
where	23	9
make	153	3
minute	90	36
coin	2	0
why	0	4
handy	14	0
nice	71	1
retain	2	0
great	204	23
clock	1098	0
wake	237	0
nice	71	0
work	206	121
this	845	98
few	51	12
extension	3	1
switch	47	0
the	3144	87
the	3144	836
old	71	0
not	680	224
the	3144	0
backlighting	3	0
what	124	0
lot	34	0
wake	237	0
about	121	0
have	946	84
button	166	39
alarm	830	81
the	3144	1575
clock	1098	392
this	845	388
wakeup	1	2
with	392	113
these	55	0
volume	55	0
rrb	335	82
the	3144	1158
soother	7	14
out	146	11
negative	9	0
position	10	8
once	31	4
rrb	335	62
loud	108	33
bonus	10	0
set	282	0
flash	32	0
get	222	88
hit	26	8
lrb	291	0
use	278	10
alarm	830	0
buy	167	0
also	127	49
buy	167	0
grow	2	0
soon	4	4
the	3144	0
iphone	4	1
they	178	41
usually	15	0
the	3144	1264
wake	237	47
the	3144	0
simple	63	0
the	3144	0
purchase	85	0
can	296	0
have	946	0
size	47	6
you	682	0
you	682	0
make	153	56
bad	15	4
lightweight	16	0
right	50	0
than	108	2
display	151	0
start	30	15
time	500	0
have	946	114
the	3144	0
real	19	0
itself	36	6
clock	1098	0
lasting	2	0
bright	85	37
compact	29	0
have	946	0
modern	2	1
not	680	25
but	349	0
latest	1	0
onto	3	1
out	146	0
rrb	335	0
demo	3	0
and	1484	481
get	222	105
they	178	71
display	151	0
the	3144	0
you	682	0
son	28	0
right	50	3
need	124	0
set	282	50
read	121	0
this	845	0
although	14	1
about	121	0
new	39	2
work	206	75
buzzer	10	1
accurate	24	0
clock	1098	285
light	263	0
one	315	0
replacement	15	4
wake	237	0
get	222	0
since	53	4
after	82	21
moonbeam	8	0
with	392	0
which	145	0
great	204	0
sound	249	0
night	134	10
with	392	0
and	1484	218
other	130	42
have	946	183
out	146	24
both	20	11
have	946	29
sacrifice	2	0
like	247	0
worth	16	7
time	500	110
example	6	6
for	807	0
travel	131	0
how	51	7
month	39	20
thing	69	31
could	72	47
what	124	0
say	76	0
old	71	0
good	161	0
say	76	20
seperate	3	0
this	845	0
the	3144	27
off	188	0
product	86	36
clock	1098	351
door	5	5
static	0	4
lrb	291	81
the	3144	530
only	186	0
hand	39	18
need	124	11
battery	180	62
not	680	0
for	807	0
give	58	7
constantly	6	0
look	133	32
yes	15	0
bed	59	0
regret	4	0
area	9	0
stop	0	36
you	682	281
cost	17	2
button	166	0
anybody	3	1
purchase	85	0
trusty	1	1
over	63	20
chirp	5	0
good	161	0
bad	15	1
should	37	0
morning	66	0
with	392	0
set	282	54
have	946	40
rrb	335	0
the	3144	0
alarm	830	85
glowing	2	0
second	28	23
quite	26	0
use	278	4
use	278	0
face	41	26
outage	16	0
clock	1098	163
travel	131	0
product	86	47
come	58	3
all	157	10
anywhere	7	0
day	85	34
each	27	0
and	1484	0
soleil	5	1
worse	0	7
clock	1098	111
unique	6	0
money	20	28
the	3144	90
feature	117	0
bit	39	0
breathing	1	0
unfortunatley	0	1
have	946	273
this	845	431
have	946	0
itself	36	0
night	134	0
want	111	18
conair	2	0
the	3144	224
the	3144	1289
arrive	15	5
level	14	14
and	1484	323
when	235	31
extremely	18	0
but	349	85
thanks	5	0
didnt	1	2
the	3144	0
clock	1098	0
search	18	0
myself	11	0
sturdier	1	1
pitch	9	0
when	235	63
the	3144	0
setting	73	13
but	349	123
white	14	8
one	315	24
have	946	0
have	946	0
simulator	0	4
work	206	160
see	144	0
countdown	1	0
one	315	0
right	50	18
backup	26	0
christmas	15	10
alarm	830	0
girly	2	0
room	90	0
least	0	6
the	3144	871
the	3144	0
loudness	0	1
clock	1098	491
darth	22	1
try	39	27
way	40	23
outstanding	3	0
can	296	0
window	15	0
cape	1	0
and	1484	0
normal	12	0
think	68	42
prefer	16	0
more	117	0
well	106	0
extremely	18	7
everything	23	0
for	807	0
across	27	3
pro	15	0
slide	13	0
accurately	4	0
days	1	0
she	147	0
hard	36	4
keep	71	15
could	72	0
bit	39	0
sound	249	119
turn	111	12
the	3144	112
alarm	830	0
worker	2	0
clock	1098	7
for	807	170
problem	72	0
reviewer	22	0
able	31	0
have	946	206
now	78	3
the	3144	910
the	3144	0
look	133	30
save	6	5
this	845	259
they	178	16
also	127	0
durable	12	0
play	13	19
very	273	34
bomb	3	0
trustworthy	1	0
position	10	5
tuning	6	0
each	27	0
please	13	2
possible	5	3
only	186	0
easy	241	0
this	845	281
little	122	0
she	147	0
auto	3	2
very	273	0
the	3144	0
and	1484	0
and	1484	280
sound	249	96
power	75	0
wake	237	0
the	3144	891
would	206	128
for	807	0
the	3144	0
not	680	171
roll	4	0
that	642	0
have	946	0
inside	10	0
the	3144	1475
can	296	0
need	124	13
the	3144	831
its	81	0
the	3144	0
get	222	0
for	807	41
anyone	25	0
the	3144	1306
alarm	830	118
piece	13	11
know	49	0
work	206	0
the	3144	1075
the	3144	1303
size	47	3
sound	249	0
turn	111	0
smaller	10	0
face	41	19
than	108	8
and	1484	0
minute	90	9
for	807	0
alarm	830	257
the	3144	557
which	145	16
from	136	18
not	680	113
battery	180	51
the	3144	670
can	296	0
simply	12	0
plus	25	0
think	68	0
which	145	23
merchandise	0	4
match	0	2
not	680	0
whatever	5	3
junk	0	24
for	807	210
girl	6	1
work	206	36
use	278	0
fan	23	0
darth	22	0
lrb	291	0
you	682	0
sometimes	17	0
the	3144	235
bedroom	20	0
the	3144	1509
pose	3	0
time	500	0
and	1484	232
option	24	0
part	20	8
off	188	0
side	30	9
option	24	0
the	3144	0
front	10	0
the	3144	361
set	282	0
hour	54	15
the	3144	0
work	206	94
totally	6	5
that	642	0
and	1484	497
while	39	0
but	349	76
since	53	0
bose	1	0
this	845	0
disappointed	0	8
lrb	291	48
get	222	0
matter	8	0
personal	5	0
but	349	141
alarm	830	0
alarm	830	0
need	124	18
find	122	0
dislodge	1	1
bed	59	0
you	682	0
however	50	15
this	845	91
complaint	22	0
have	946	360
alarm	830	0
use	278	0
with	392	0
this	845	0
alarm	830	39
easy	241	0
timepiece	0	1
handy	14	0
alarm	830	0
right	50	0
stop	0	36
ship	6	2
adrenalin	1	0
after	82	19
too	119	0
and	1484	0
with	392	0
serious	1	3
for	807	0
sound	249	0
have	946	209
because	76	4
the	3144	0
projection	10	3
increase	4	6
really	106	13
bright	85	0
althought	1	0
clock	1098	0
overwhelming	2	0
keep	71	48
you	682	0
purchase	85	26
time	500	72
would	206	76
not	680	229
another	66	8
blast	4	0
the	3144	1678
there	117	0
that	642	52
buy	167	0
you	682	104
want	111	0
sound	249	136
not	680	207
satisfied	6	0
the	3144	228
hindsight	1	0
hard	36	0
lrb	291	83
with	392	141
that	642	309
set	282	73
clock	1098	0
for	807	0
rrb	335	97
initial	4	1
could	72	44
like	247	70
brainer	2	1
fix	5	5
recieve	2	5
the	3144	0
player	0	7
frightened	1	0
photo	0	4
pay	0	14
light	263	99
try	39	31
change	69	0
the	3144	306
any	61	0
brightness	29	0
not	680	231
the	3144	0
policy	0	2
glow	20	0
how	51	6
love	166	0
respnse	0	1
what	124	22
cheaply	2	11
this	845	305
any	61	0
tune	9	0
the	3144	0
the	3144	114
husband	29	0
next	23	0
aid	2	0
rrb	335	47
set	282	0
time	500	184
issue	15	0
you	682	0
button	166	0
the	3144	0
with	392	0
online	0	2
have	946	5
intense	1	1
not	680	0
order	46	0
about	121	65
this	845	13
the	3144	0
and	1484	247
the	3144	103
also	127	10
that	642	227
set	282	2
the	3144	444
alarm	830	0
button	166	0
through	42	8
constantly	6	0
advise	2	2
and	1484	426
chance	3	2
will	121	0
use	278	0
commit	0	1
alarm	830	0
have	946	162
cheap	23	40
top	25	0
wake	237	0
and	1484	0
and	1484	429
with	392	0
the	3144	1549
reason	17	0
fitting	1	0
first	56	2
usually	15	0
exterminate	6	0
just	183	37
time	500	117
keep	71	0
not	680	169
out	146	0
traditional	8	0
hope	15	8
night	134	36
with	392	0
old	71	0
not	680	324
and	1484	0
the	3144	1517
cheap	23	45
and	1484	0
world	10	0
plastic	24	16
complaint	22	0
sleeper	47	3
alarm	830	0
city	6	0
scratchy	0	2
find	122	0
this	845	0
include	23	0
visible	10	1
out	146	3
travel	131	0
sleep	116	34
way	40	35
light	263	0
clock	1098	108
second	28	14
set	282	0
turn	111	7
already	10	2
unless	10	6
reason	17	6
the	3144	0
the	3144	0
you	682	0
rrb	335	0
autumn	1	0
the	3144	641
wake	237	0
indicator	0	2
itself	36	15
should	37	0
not	680	388
that	642	0
for	807	0
time	500	0
with	392	0
tthe	0	1
the	3144	0
itself	36	7
not	680	125
jack	0	8
another	66	0
leg	9	0
loud	108	0
that	642	36
say	76	0
also	127	48
accurate	24	8
hand	39	19
you	682	0
the	3144	0
for	807	0
flash	32	0
why	15	18
radio	99	37
disconcerting	1	0
from	136	58
level	14	6
crosse	0	6
for	807	0
the	3144	0
loud	108	0
people	32	0
review	48	16
flaky	2	0
shelf	6	0
for	807	0
even	88	58
depend	7	2
readable	13	0
everyday	6	0
radio	99	0
stair	1	0
old	71	0
thick	3	0
birthday	12	0
plug	37	1
consider	12	0
soothing	13	1
movable	2	0
also	127	32
feature	117	0
the	3144	817
player	5	12
for	807	264
clock	1098	0
and	1484	0
than	108	26
easy	241	0
the	3144	1677
most	41	0
poorly	3	5
and	1484	192
morning	66	18
babble	2	1
and	1484	253
works	10	0
break	15	9
snooz	0	1
not	680	0
secondary	1	1
have	946	0
not	680	192
superb	1	0
but	349	226
accurate	24	6
figure	20	0
while	39	5
they	178	0
accurate	24	3
every	38	3
other	130	15
where	23	0
and	1484	0
sense	2	1
will	121	20
alarm	830	0
preserve	2	0
every	38	21
show	27	4
look	133	47
normal	12	0
good	161	35
display	151	0
alarm	830	0
bound	1	0
old	71	0
christmas	15	9
use	278	0
the	3144	0
move	16	8
that	642	182
loud	108	1
color	40	0
but	349	74
update	13	0
not	680	374
why	15	15
lull	1	3
hour	54	25
want	111	0
sure	35	0
simple	63	0
everything	23	0
love	166	0
customer	0	8
alarm	830	0
activate	16	0
buy	167	5
too	119	1
rear	2	1
that	642	0
mode	8	11
nice	71	0
via	5	0
people	32	0
rain	12	4
ship	6	0
suck	0	3
grief	1	0
the	3144	0
great	204	0
downfall	1	0
only	186	0
clock	1098	0
time	500	146
rating	3	1
even	88	5
yet	29	0
stand	36	0
for	807	3
that	642	266
time	500	0
product	86	41
across	27	0
and	1484	0
ring	3	1
button	166	8
can	296	22
contrast	2	1
clock	1098	0
she	147	0
about	121	0
time	500	0
about	121	61
the	3144	860
signal	14	0
world	10	1
offer	6	0
several	33	0
not	680	365
offer	6	0
have	946	0
snippet	0	2
you	682	0
find	122	0
loud	108	12
for	807	0
alarm	830	0
illuminate	13	3
world	10	0
light	263	0
could	72	0
dimmer	8	0
not	680	124
color	40	4
rrb	335	0
standard	11	0
few	51	0
eye	20	0
distract	1	2
smartphone	2	0
like	247	0
have	946	0
this	845	0
just	183	0
function	36	0
sturdy	12	0
very	273	40
help	24	10
freezing	1	0
point	10	5
construction	4	0
sound	249	52
barely	5	11
good	161	0
light	263	0
for	807	0
the	3144	619
out	146	0
not	680	227
would	206	80
never	36	0
she	147	12
enthusiastic	1	0
thing	69	19
have	946	7
that	642	0
wake	237	0
simulated	1	0
version	12	4
let	17	0
new	39	27
have	946	0
compact	29	0
more	117	0
for	807	45
this	845	0
and	1484	472
time	500	0
mini	3	0
see	144	22
sure	35	0
major	0	3
the	3144	665
description	2	9
these	55	0
for	807	0
than	108	0
star	64	0
any	61	19
have	946	153
time	500	84
one	315	0
worry	19	0
actual	8	4
though	32	3
wars	21	0
still	69	7
flaw	2	10
clock	1098	0
work	206	113
translate	1	1
the	3144	0
would	206	75
the	3144	621
two	77	27
duct	2	2
advertise	12	2
simplicity	5	0
heart	11	0
even	88	26
clock	1098	196
long	32	0
washington	0	1
and	1484	0
and	1484	97
one	315	0
rrb	335	86
off	188	24
radio	99	24
the	3144	0
little	122	4
give	58	0
foot	9	0
certainly	0	3
back	98	0
get	222	0
creation	1	0
fail	9	2
power	75	0
long	32	13
gift	20	6
worthwhile	1	0
extra	16	1
that	642	0
just	183	0
for	807	132
clock	1098	0
easy	241	0
who	86	0
buy	167	37
digital	43	18
and	1484	0
with	392	0
price	67	4
large	67	0
believe	0	3
editor	0	1
rrb	335	0
the	3144	1110
cons	1	0
useless	3	9
morning	66	14
well	106	0
value	10	0
tell	28	5
christmas	15	0
iphone	4	0
turn	111	39
suitcase	7	2
button	166	0
through	42	9
light	263	111
display	151	21
the	3144	332
stay	11	4
face	41	12
simpler	0	1
saver	2	0
expect	24	4
and	1484	0
push	29	8
use	278	40
from	136	0
the	3144	0
have	946	0
the	3144	262
light	263	130
through	42	18
the	3144	610
more	117	0
real	19	2
turn	111	0
one	315	0
the	3144	113
the	3144	0
control	45	0
more	117	46
problem	72	0
expect	24	0
and	1484	273
one	315	64
the	3144	710
over	63	14
dark	71	0
find	122	0
why	15	13
amount	5	4
think	68	12
set	282	21
whiter	1	0
sound	249	0
this	845	0
instead	23	9
poor	0	15
have	946	0
battery	180	54
search	18	3
this	845	0
very	273	48
light	263	139
security	2	0
its	81	21
dial	32	0
always	29	1
and	1484	0
not	680	0
control	45	0
year	146	0
and	1484	62
you	682	0
alarm	830	159
like	247	0
clock	1098	107
intend	5	0
that	642	0
sound	249	0
spring	4	2
rrb	335	0
few	51	3
this	845	368
often	17	1
relax	4	4
problem	72	31
time	500	60
glad	13	0
for	807	107
smoke	1	0
whole	9	1
and	1484	0
hour	54	11
than	108	39
clear	24	0
star	64	0
for	807	0
clock	1098	60
room	90	0
the	3144	1344
delay	4	1
know	49	14
program	13	0
perfect	69	0
especially	25	0
whereby	0	1
time	500	0
clock	1098	484
big	48	0
love	166	2
battery	180	26
clock	1098	0
clock	1098	0
vibe	2	0
higher	8	0
year	146	0
these	55	0
have	946	283
set	282	0
intuitive	7	0
know	49	0
very	273	0
but	349	45
different	53	10
lrb	291	0
lrb	291	76
the	3144	812
the	3144	0
could	72	36
have	946	362
and	1484	0
the	3144	36
well	106	0
lrb	291	0
beep	27	0
its	81	0
its	81	0
wake	237	48
there	117	0
just	183	21
could	72	16
the	3144	0
could	72	30
button	166	3
any	61	0
that	642	0
the	3144	751
one	315	15
this	845	0
year	146	7
set	282	55
get	222	0
well	106	0
reality	0	5
not	680	202
useless	0	8
good	161	6
vision	5	0
clock	1098	118
more	117	35
add	14	0
itself	36	8
make	153	0
like	247	50
alarm	830	0
range	8	0
but	349	35
the	3144	0
shine	5	0
lrb	291	107
clock	1098	0
outside	4	2
have	946	0
for	807	0
exactly	29	0
before	35	5
for	807	0
worry	19	0
rrb	335	0
able	31	4
alarm	830	2
trip	19	0
surprised	0	1
that	642	295
buy	167	97
furthermore	3	0
ruby	2	0
antipathy	1	0
control	45	7
great	204	0
use	278	48
bathroom	6	0
slight	4	2
most	41	0
bird	14	0
something	41	0
lego	19	0
bad	15	0
button	166	0
behind	6	2
watch	16	0
this	845	0
need	124	0
not	680	470
alarm	830	220
ago	24	0
and	1484	0
user	13	0
have	946	0
each	27	0
logical	4	0
have	946	0
also	127	37
you	682	103
when	235	36
awake	18	1
set	282	0
worse	0	7
with	392	0
this	845	12
setting	73	0
not	680	448
get	222	0
and	1484	0
vital	1	0
standard	11	2
the	3144	66
and	1484	0
very	273	0
buy	167	94
performance	3	1
much	73	0
dark	71	0
for	807	0
the	3144	0
time	500	0
amazon	0	8
year	146	0
fold	24	0
this	845	0
everything	23	0
use	278	0
option	24	0
vader	19	0
slip	2	3
the	3144	0
off	188	0
darkness	3	0
enough	98	0
keep	71	9
develop	2	0
perfect	69	0
have	946	68
review	48	20
terribly	0	2
adjustable	15	0
day	85	0
have	946	0
get	222	64
after	82	0
also	127	0
you	682	0
that	642	0
junk	0	24
good	161	0
the	3144	181
uncle	2	0
alarm	830	119
alarm	830	0
otherwise	14	1
gradual	2	3
there	117	10
few	51	23
may	16	0
mind	9	0
you	682	5
rrb	335	0
for	807	0
the	3144	85
process	2	3
enough	98	0
really	106	0
bell	13	0
room	90	3
room	90	0
alarm	830	0
radio	99	0
month	39	18
the	3144	495
time	500	0
clock	1098	0
still	69	0
not	680	0
you	682	91
daughter	23	7
the	3144	889
armor	1	0
deep	11	0
night	134	0
want	111	31
the	3144	0
radio	99	43
clock	1098	0
buy	167	80
and	1484	124
easy	241	0
duel	1	0
trooper	8	0
love	166	0
simple	63	0
clock	1098	123
time	500	45
brighten	1	0
what	124	21
you	682	61
the	3144	71
full	6	4
that	642	103
after	82	22
kind	14	0
have	946	271
demo	3	0
tracker	1	0
small	93	15
display	151	0
also	127	27
light	263	45
set	282	0
the	3144	0
electrical	5	1
the	3144	1117
sound	249	24
photo	0	4
hypoglycemic	1	0
the	3144	0
fight	1	0
envious	0	1
very	273	0
this	845	0
inadvertently	5	0
setup	11	0
nice	71	0
battery	180	15
nice	71	0
reset	31	0
lit	7	0
clock	1098	160
for	807	0
the	3144	1689
about	121	0
rrb	335	0
deal	17	0
clock	1098	0
long	32	0
starwars	1	0
programmable	3	0
for	807	0
and	1484	0
easier	20	0
night	134	0
great	204	0
when	235	0
issue	15	4
alarm	830	99
lego	19	0
have	946	282
two	77	0
rrb	335	77
certainly	3	5
the	3144	969
location	8	0
one	315	57
over	63	0
you	682	156
different	53	13
and	1484	6
fan	23	4
alarm	830	0
back	98	0
holiday	1	0
and	1484	0
forward	11	0
lame	0	2
room	90	0
time	500	0
really	106	16
wonderful	15	0
which	145	0
figure	20	0
train	3	0
sound	249	113
oddly	2	0
not	680	486
the	3144	649
number	84	0
evil	1	0
mean	14	4
the	3144	0
since	53	12
clock	1098	234
and	1484	12
corny	1	0
alarm	830	0
especially	25	0
darth	22	0
electrical	5	0
alarm	830	0
note	11	0
the	3144	0
the	3144	0
calculator	1	0
unreadable	0	3
replace	27	0
holder	4	0
claim	3	2
easily	54	0
the	3144	802
change	69	0
set	282	0
handy	14	0
not	680	459
shaker	11	0
sound	249	0
the	3144	0
awesome	13	0
plastic	24	1
need	124	14
bed	59	0
problem	72	8
the	3144	0
ipod	4	0
rig	0	1
nice	71	0
reason	17	0
slowly	4	4
time	500	0
work	206	141
store	17	0
clock	1098	0
for	807	0
set	282	84
with	392	0
highly	33	0
choose	24	0
battery	180	47
basics	2	0
the	3144	0
snore	2	0
use	278	0
for	807	0
like	247	0
clock	1098	0
only	186	51
family	10	0
fit	20	0
need	124	10
one	315	125
the	3144	0
birthday	12	0
have	946	0
this	845	256
tend	6	0
set	282	0
try	39	22
spot	3	2
with	392	0
you	682	0
side	30	0
come	58	0
alarm	830	0
time	500	210
have	946	0
actual	8	2
constantly	6	0
found	1	1
like	247	0
and	1484	359
lighting	4	2
and	1484	0
and	1484	0
have	946	0
for	807	308
tool	1	0
within	9	11
the	3144	133
prevent	2	1
would	206	98
can	296	53
maybe	19	9
clock	1098	35
reveiw	1	1
and	1484	0
remedy	1	0
the	3144	810
well	106	0
snooze	121	5
blind	1	0
very	273	0
want	111	0
defective	1	13
easy	241	2
one	315	0
back	98	0
and	1484	0
plastic	24	11
they	178	0
great	204	0
birthday	12	2
have	946	0
clock	1098	76
who	86	1
figure	20	0
night	134	0
regret	4	0
work	206	120
disappointed	0	8
have	946	238
not	680	235
for	807	0
love	166	0
machine	27	0
too	119	0
undisturbed	0	1
and	1484	0
can	296	27
experiment	1	0
sound	249	15
view	11	7
just	183	0
you	682	166
the	3144	1438
think	68	0
research	4	0
such	15	0
sleep	116	0
big	48	0
face	41	31
other	130	41
get	222	0
item	27	23
charm	6	0
anywhere	7	0
just	183	0
time	500	10
pound	4	1
light	263	57
this	845	110
type	12	0
volume	55	0
sometimes	17	8
all	157	0
alarm	830	224
throw	6	6
can	296	0
alot	1	0
which	145	0
own	29	0
would	206	0
buy	167	0
proof	3	0
day	85	51
color	40	0
preoccupy	1	0
dainty	1	0
easy	241	0
frequency	0	5
wake	237	31
inch	14	0
that	642	0
want	111	0
depress	3	0
digit	9	0
you	682	0
large	67	2
have	946	210
like	247	0
when	235	82
function	36	8
very	273	31
clock	1098	0
want	111	6
the	3144	0
and	1484	354
almost	20	6
different	53	19
list	6	6
drawer	2	1
the	3144	0
you	682	0
for	807	21
bargain	4	0
oceanside	2	0
jarring	4	0
money	20	29
purchase	85	40
couple	22	5
button	166	50
recommend	69	0
official	2	0
time	500	139
mins	1	0
giggle	1	0
crosse	0	6
few	51	0
brightness	29	0
might	24	0
can	296	0
base	14	0
recommendation	1	1
hold	17	1
plenty	8	0
morning	66	0
how	51	4
definately	3	0
crystal	4	0
off	188	0
and	1484	437
for	807	0
bright	85	0
you	682	0
annoyingly	0	1
colon	9	0
other	130	0
rrb	335	49
you	682	0
buy	167	0
well	106	33
not	680	204
few	51	35
and	1484	0
for	807	0
white	0	6
color	40	0
straw	0	1
maintain	4	0
earphone	0	2
the	3144	471
can	296	0
instead	23	0
the	3144	1102
every	38	0
every	38	23
time	500	80
the	3144	0
great	204	0
hour	54	0
get	222	0
house	23	0
issue	15	0
provide	9	0
need	124	0
that	642	86
not	680	0
alarm	830	0
cut	9	0
thing	69	27
only	186	0
tone	17	0
company	13	4
within	9	15
give	58	8
two	77	0
almost	20	0
bedroom	20	0
understand	12	4
bass	1	2
return	0	47
not	680	219
line	4	4
have	946	0
this	845	0
once	31	0
have	946	105
you	682	0
hard	36	0
what	124	0
those	29	0
like	247	44
recommend	69	0
you	682	0
for	807	218
button	166	0
probably	14	10
subtract	1	0
these	55	0
the	3144	1479
also	127	0
the	3144	901
live	20	7
rip	0	2
job	29	0
eye	20	0
but	349	165
